,id,truthClass,truthMean,truthJudgments
185,858005378847698944,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
186,858004436941197312,no-clickbait,0.33333333332,"[0.0, 1.0, 0.0, 0.0, 0.6666666666]"
187,858000892636921856,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
188,858000621995270144,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.0, 0.6666666666, 0.3333333333]"
189,858000277802278912,no-clickbait,0.46666666664,"[0.3333333333, 1.0, 0.0, 0.6666666666, 0.3333333333]"
190,857999444356321280,no-clickbait,0.33333333332,"[0.0, 0.0, 0.3333333333, 1.0, 0.3333333333]"
191,857994068244279296,no-clickbait,0.06666666666,"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"
192,857993137180028929,clickbait,0.93333333332,"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"
193,857991563888218113,clickbait,0.66666666664,"[1.0, 0.3333333333, 0.6666666666, 0.3333333333, 1.0]"
194,857990053221597185,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
195,857988838836359168,no-clickbait,0.46666666664,"[1.0, 0.0, 0.3333333333, 0.3333333333, 0.6666666666]"
196,857988090102722561,no-clickbait,0.46666666664,"[0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333, 1.0]"
197,857986544682106880,clickbait,0.39999999995999996,"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.6666666666]"
198,857985580734480385,no-clickbait,0.19999999997999998,"[0.0, 0.0, 0.0, 0.6666666666, 0.3333333333]"
199,857983031713435648,no-clickbait,0.19999999997999998,"[0.6666666666, 0.0, 0.0, 0.3333333333, 0.0]"
200,857982796190666752,no-clickbait,0.26666666664,"[0.6666666666, 0.0, 0.0, 0.6666666666, 0.0]"
201,857980099227996160,no-clickbait,0.3333333333,"[0.6666666666, 0.0, 0.3333333333, 0.0, 0.6666666666]"
202,857977636894781440,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
203,857977494275846144,no-clickbait,0.53333333332,"[0.3333333333, 0.0, 1.0, 0.3333333333, 1.0]"
204,857975452073328641,no-clickbait,0.13333333332,"[0.3333333333, 0.3333333333, 0.0, 0.0, 0.0]"
205,857975062451949568,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.3333333333]"
206,857970008269496320,no-clickbait,0.33333333332,"[0.0, 0.0, 1.0, 0.0, 0.6666666666]"
207,857967938577592320,no-clickbait,0.13333333332,"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"
208,857965167459655681,no-clickbait,0.19999999997999998,"[0.6666666666, 0.0, 0.0, 0.0, 0.3333333333]"
209,857961539797737472,clickbait,0.7333333333,"[0.6666666666, 0.3333333333, 1.0, 1.0, 0.6666666666]"
210,857959622581395456,no-clickbait,0.39999999997999997,"[0.0, 0.3333333333, 1.0, 0.0, 0.6666666666]"
211,857958058160525312,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.3333333333, 0.3333333333]"
212,857957613241331714,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"
213,857954079221395456,clickbait,0.59999999998,"[0.0, 1.0, 1.0, 0.6666666666, 0.3333333333]"
214,857953324271796225,clickbait,0.59999999998,"[0.6666666666, 1.0, 1.0, 0.0, 0.3333333333]"
215,857951287597555712,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
216,857950183199576064,clickbait,0.59999999998,"[0.6666666666, 1.0, 0.0, 1.0, 0.3333333333]"
217,857947995110871040,no-clickbait,0.26666666666,"[0.0, 0.0, 0.0, 0.3333333333, 1.0]"
218,857945771764850689,no-clickbait,0.3333333333,"[0.6666666666, 0.3333333333, 0.0, 0.6666666666, 0.0]"
219,857945034318127104,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
220,857943220457803776,no-clickbait,0.06666666666,"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"
221,857938577459642369,no-clickbait,0.19999999997999998,"[0.0, 0.0, 0.0, 0.3333333333, 0.6666666666]"
222,857937829845925889,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
223,857936075603537920,no-clickbait,0.39999999995999996,"[0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333, 0.0]"
224,857931795748331520,clickbait,0.5333333333,"[0.6666666666, 0.3333333333, 0.6666666666, 1.0, 0.0]"
225,857929659979313152,no-clickbait,0.33333333332,"[0.0, 0.0, 0.6666666666, 0.0, 1.0]"
226,857926705255776256,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
227,857924685052473345,no-clickbait,0.13333333332,"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.0]"
228,857924202548088832,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"
229,857922492815597570,clickbait,0.93333333332,"[1.0, 1.0, 1.0, 1.0, 0.6666666666]"
230,857913221541482496,no-clickbait,0.33333333332,"[1.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"
231,857909077967462401,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
232,857905643151294464,clickbait,0.86666666664,"[1.0, 1.0, 0.6666666666, 1.0, 0.6666666666]"
233,857902233232527360,clickbait,0.5333333333,"[0.3333333333, 0.0, 0.6666666666, 0.6666666666, 1.0]"
234,857899200125730816,no-clickbait,0.13333333332,"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"
235,857898970173100032,no-clickbait,0.33333333332,"[1.0, 0.0, 0.6666666666, 0.0, 0.0]"
236,857898445205581824,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
237,857897181705064451,clickbait,0.79999999998,"[0.6666666666, 0.3333333333, 1.0, 1.0, 1.0]"
238,857894181423001601,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"
239,857890887271100416,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"
240,857890393257631744,no-clickbait,0.46666666664,"[0.0, 0.3333333333, 0.6666666666, 0.3333333333, 1.0]"
241,857885606604668928,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
242,857885327914094592,clickbait,0.53333333332,"[1.0, 0.0, 1.0, 0.6666666666, 0.0]"
243,857883874663120898,no-clickbait,0.13333333332,"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"
244,857881544526098433,clickbait,0.59999999996,"[0.3333333333, 0.6666666666, 0.3333333333, 0.6666666666, 1.0]"
245,857872773905076225,no-clickbait,0.26666666666,"[0.0, 1.0, 0.3333333333, 0.0, 0.0]"
246,857867239327924224,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"
247,857867087909457920,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.3333333333, 0.6666666666, 0.0]"
